Week Ending Date,Geographic aggregation,Total Patients Hospitalized with COVID-19,Total Patients Hospitalized with Influenza,Total Patients Hospitalized with RSV,Total COVID-19 Admissions,Total Influenza Admissions,Total RSV Admissions,Percent Inpatient Beds Occupied,Percent Inpatient Beds Occupied by COVID-19 Patients,Percent Inpatient Beds Occupied by Influenza Patients,Percent Inpatient Beds Occupied by RSV Patients,Number Hospitals Reporting COVID-19 Admissions,Number Hospitals Reporting Influenza Admissions,Number Hospitals Reporting RSV Admissions,date
2024-08-03,USA,5717.0,235.0,7.0,7417.0,276.0,0.0,74.0,2.0,0.0,0.0,1969.0,1963.0,324.0,2024-08-03
2024-08-10,USA,6094.0,232.0,6.0,7767.0,275.0,8.0,74.0,2.0,0.0,0.0,1966.0,1959.0,322.0,2024-08-10
2024-08-17,USA,6422.0,238.0,3.0,7978.0,275.0,1.0,74.0,2.0,0.0,0.0,1954.0,1947.0,323.0,2024-08-17
2024-08-24,USA,6418.0,216.0,4.0,8008.0,274.0,2.0,74.0,2.0,0.0,0.0,1949.0,1939.0,330.0,2024-08-24
2024-08-31,USA,6153.0,189.0,12.0,7757.0,262.0,12.0,74.0,2.0,0.0,0.0,1933.0,1927.0,328.0,2024-08-31
2024-09-07,USA,6015.0,192.0,7.0,7327.0,223.0,3.0,74.0,2.0,0.0,0.0,1932.0,1924.0,328.0,2024-09-07
2024-09-14,USA,5768.0,218.0,7.0,6894.0,319.0,9.0,75.0,2.0,0.0,0.0,1923.0,1913.0,336.0,2024-09-14
2024-09-21,USA,5358.0,218.0,5.0,6184.0,293.0,5.0,76.0,2.0,0.0,0.0,1886.0,1876.0,324.0,2024-09-21
2024-09-28,USA,4792.0,207.0,5.0,5339.0,223.0,1.0,76.0,2.0,0.0,0.0,1882.0,1873.0,366.0,2024-09-28
2024-10-05,USA,3934.0,212.0,9.0,4197.0,287.0,6.0,75.0,1.0,0.0,0.0,1817.0,1810.0,396.0,2024-10-05
2024-10-12,USA,1182.0,182.0,124.0,1841.0,261.0,153.0,70.0,1.0,0.0,0.0,920.0,920.0,920.0,2024-10-12
2024-10-19,USA,2308.0,516.0,268.0,2056.0,548.0,293.0,70.0,1.0,0.0,0.0,1841.0,1841.0,1841.0,2024-10-19
2024-10-26,USA,3093.0,1022.0,401.0,2924.0,1070.0,460.0,70.0,1.0,0.0,0.0,2368.0,2368.0,2368.0,2024-10-26
2024-11-02,USA,4425.0,1036.0,605.0,4606.0,1473.0,948.0,70.0,1.0,0.0,0.0,3545.0,3545.0,3545.0,2024-11-02
2024-11-09,USA,6217.0,1482.0,1242.0,7631.0,2516.0,2515.0,73.0,1.0,0.0,0.0,4997.0,4997.0,4997.0,2024-11-09
2024-11-16,USA,5537.0,1618.0,1775.0,7466.0,2892.0,3187.0,73.0,1.0,0.0,0.0,4863.0,4863.0,4863.0,2024-11-16
